Код BSU,Артикул,Артикул цифровой,Наименование,Наименование для сайта,Версия,Тип элемента,Штрихкод штука,Штрихкод коробка,Штрихкод паллет,Бренд,Коллекция,Стиль коллекции,Базовая единица измерения,Формат плиты номинальный,Формат плиты округленный,Формат коллекции округленный,Ширина плитки (см),Длина плитки (см),Толщина плитки (см),Вес одной плитки (кг),Количество слоев в паллете,Количество коробов в слое паллеты,Количество коробов на паллете,Количество изделий в коробке,Количество плиток в коробке,М2 в одной коробке,Ширина коробки (м),Длина коробки (м),Высота коробки (м),Вес коробки брутто (кг),Вес коробки нетто (кг),м2/шт на паллете,Ширина паллеты (м),Длина паллеты (м),Высота паллеты (м),Вес паллеты брутто (кг),Вес паллеты нетто (кг),Короб пустой брутто (кг),Поддон пустой брутто (кг),Вес полиэтилена (кг),Страна происхождения,Цвет плитки,Дизайн,Материал,Вид поверхности,Поверхность,Фактура поверхности,Ректификат,Рельеф,Водопоглащение,Морозостойкость,Класс износостойкости,Класс устойчивости к скольжению,Количество фрагментов рисунка,Назначение,Применение,Помещения,Фото плиты,Фото Коллекции,Кол-во доп фото коллекции,Доп фото коллекции,"Видео 360, YouTube"
A17435,17435,17435,Глаз. керамогранит Lina полированный серый ректификат 60x120,Керамогранит Cersanit Lina полированный серый ректификат  60x120 A17435,полированный,Керамогранит,,4690311133090,14690311133097,Cersanit,Lina,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,серый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/1c1/ipi086zb2xksax72oi0j8e67zii7jwcl/A17435_01.jpg;https://pvi.cersanit.ru/upload/uf/cb3/47zyod44h47smdsd9l94xrc9199fl24e/A17435_02.jpg;https://pvi.cersanit.ru/upload/uf/327/wdhdpyyksx1tm0bq8gjqtcybk8kbqy0v/A17435_03.jpg;https://pvi.cersanit.ru/upload/uf/672/70xmxv7z2xohqzxnz4zc0dt1bj7ldxee/A17435_04.jpg;https://pvi.cersanit.ru/upload/uf/13a/7lbmprwn0e9capmgmzl4sagorilymsmt/A17435_05.jpg,https://pvi.cersanit.ru/upload/uf/4ae/hkrn3ph5dqi16qc8ol736cf0vht9fufb/INT_Lina_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/45f/5ayjub7dlyrcn2lrpddfz0i10qrfelzm/INT_Lina_1_2.jpg;https://pvi.cersanit.ru/upload/uf/233/c3f5qdx2bvc92uew6qzz5nousm9cczof/INT_Lina_1_3.jpg;https://pvi.cersanit.ru/upload/uf/83b/s7c159lmioql5xify2e0347lpknyx8nl/INT_Lina_1_4.jpg,
A17436,17436,17436,Глаз. керамогранит Lina полированный бежевый ректификат 60x120,Керамогранит Cersanit Lina полированный бежевый ректификат  60x120 A17436,полированный,Керамогранит,,4690311133113,14690311133110,Cersanit,Lina,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,бежевый,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/600/m23ar2q5tgo9rpyoi8uw5sgkgttn8c62/A17436_01.jpg;https://pvi.cersanit.ru/upload/uf/9aa/i3bqf499wd0zjff7pfvqu9fcr7gdnmaj/A17436_02.jpg;https://pvi.cersanit.ru/upload/uf/12b/gecfgi2owfszt2ggofww5xyieo3oahat/A17436_03.jpg;https://pvi.cersanit.ru/upload/uf/8cc/upocg8lbssyp2xgrythmbecxthbadrxz/A17436_04.jpg;https://pvi.cersanit.ru/upload/uf/9de/fev13bv4kpewtaj4msqd8poxzsw96c7i/A17436_05.jpg;https://pvi.cersanit.ru/upload/uf/f14/cwc0sq9i669hoc37ycp3ia3itn0w137o/A17436_06.jpg,https://pvi.cersanit.ru/upload/uf/4ae/hkrn3ph5dqi16qc8ol736cf0vht9fufb/INT_Lina_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/45f/5ayjub7dlyrcn2lrpddfz0i10qrfelzm/INT_Lina_1_2.jpg;https://pvi.cersanit.ru/upload/uf/233/c3f5qdx2bvc92uew6qzz5nousm9cczof/INT_Lina_1_3.jpg;https://pvi.cersanit.ru/upload/uf/83b/s7c159lmioql5xify2e0347lpknyx8nl/INT_Lina_1_4.jpg,
A17437,17437,17437,Глаз. керамогранит Marina полированный HG голубой ректификат 60x120,Керамогранит Cersanit Marina полированный HG голубой ректификат  60x120 A17437,полированный HG,Керамогранит,,4690311133137,14690311133134,Cersanit,Marina,Современный,м2,60x120,60x120,60x120,60,120,"0,75","12,33",1,35,35,2,2,"1,44","0,61","1,21","0,026",25,"24,66","50,4","0,8","1,27","0,77",905,"863,1","0,34",30,0.500,ИНДИЯ,голубой,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R11,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/a85/7hn53k6mpj1km1egfzsd8re4lof0f8c9/A17437_01.jpg;https://pvi.cersanit.ru/upload/uf/307/4h8u5r2uy0pohp3yx343mfu59wa4brv9/A17437_02.jpg;https://pvi.cersanit.ru/upload/uf/a21/hbhjwg277oh7u7ujw2k2vbn2u7op0rf3/A17437_03.jpg;https://pvi.cersanit.ru/upload/uf/870/b822e8vhei4he3upjd6iirdw2oj5maiw/A17437_04.jpg;https://pvi.cersanit.ru/upload/uf/4a8/i4682c976tnmtispc02k1a2se2vyoad3/A17437_05.jpg,https://pvi.cersanit.ru/upload/uf/0da/q2rtk5np9babmebd86etulzdn3nma2hh/INT_Marina_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/0f8/p6alssevor6ljl0o2571udefojp5j3p4/INT_Marina_1_2.jpg;https://pvi.cersanit.ru/upload/uf/6d0/j3pfgu12681bnbpf3nu7kl31z2fgd5gi/INT_Marina_1_3.jpg;https://pvi.cersanit.ru/upload/uf/f84/gxlgjhijuvfgqpy14t3nq0a2es1wlgnk/INT_Marina_1_4.jpg,
A17438,17438,17438,Глаз. керамогранит Inverno полированный HG синий ректификат 60x120,Керамогранит Cersanit Inverno полированный HG синий ректификат  60x120 A17438,полированный HG,Керамогранит,,4690311133144,14690311133141,Cersanit,Inverno,Современный,м2,60x120,60x120,60x120,60,120,"0,75","12,33",1,35,35,2,2,"1,44","0,61","1,21","0,026",25,"24,66","50,4","0,8","1,27","0,77",905,"863,1","0,34",30,0.500,ИНДИЯ,синий,Камень,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/236/w5dg6qmvblrkmw77h5y0ns4ead0phqgl/A17438_01.jpg;https://pvi.cersanit.ru/upload/uf/6a2/i4yqhy96k5bzkt5op3lqy1u72hf3ft08/A17438_02.jpg;https://pvi.cersanit.ru/upload/uf/00a/x47pj5ij6y9bnvr0eddl0ah7qo5wuo93/A17438_03.jpg;https://pvi.cersanit.ru/upload/uf/ace/uq7ynquig0znnx1pbgg538tcfwe1q0c4/A17438_04.jpg;https://pvi.cersanit.ru/upload/uf/c2e/6iaoxnnjczlnoq7alpvrj8lpvjwhzrjb/A17438_05.jpg,https://pvi.cersanit.ru/upload/uf/c65/pgwvq45smfxs7hyamb156bf4wgrxl1c3/INT_Inverno_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/a41/7cie2sdko7fyry2kedbtpdr5j1dw0o2p/INT_Inverno_1_2.jpg;https://pvi.cersanit.ru/upload/uf/9ee/phq5j89sp1mg448hj8e5ywqnfi3ky8k2/INT_Inverno_1_3.jpg;https://pvi.cersanit.ru/upload/uf/e67/w0m0o92nczpvpwfznuzrib0fac6f65xy/INT_Inverno_1_4.jpg,
A17439,17439,17439,Глаз. керамогранит Cento серый ректификат 60x120,Керамогранит Cersanit Cento  серый ректификат  60x120 A17439,,Керамогранит,,4690311133151,14690311133158,Cersanit,Cento,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/e43/og9mjjjjm7uouube77v0kinf61u1zz5d/A17439_01.jpg;https://pvi.cersanit.ru/upload/uf/929/wm9hy77czpts0hofhrk9qc3wq6h8y6n6/A17439_02.jpg;https://pvi.cersanit.ru/upload/uf/e67/391i2o1zi9rb8plkxb3nrcc5ee27kzgf/A17439_03.jpg;https://pvi.cersanit.ru/upload/uf/3a5/ldfq7p8dvf0klcs9gr4oxlbujg6l3o8h/A17439_04.jpg,https://pvi.cersanit.ru/upload/uf/f10/w2yjrevrbxt2oz2zt7fdrg00rqdht2qu/INT_Cento_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/603/xkhyhie264d72nmbea93b5st3h11gymq/INT_Cento_1_2.jpg;https://pvi.cersanit.ru/upload/uf/9a0/6wp0ketifnufnp91emj4mp0rymyavbft/INT_Cento_1_3.jpg;https://pvi.cersanit.ru/upload/uf/a77/h7lisw5pj1icenbrkw4iax4g88dpczn0/INT_Cento_1_4.jpg,
A17440,17440,17440,Глаз. керамогранит Manzolino серый ректификат 60x120,Керамогранит Cersanit Manzolino  серый ректификат  60x120 A17440,,Керамогранит,,4690311133168,14690311133165,Cersanit,Manzolino,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R11,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/438/1au40hckmptzit8v8orrzcy2eyc77ery/A17440_01.jpg;https://pvi.cersanit.ru/upload/uf/ffe/ph9937rbs7ujcio4ysj22uiwr6b8gjvm/A17440_02.jpg;https://pvi.cersanit.ru/upload/uf/776/iq02ry30ynqde7wku9axr3uclhw5852g/A17440_03.jpg;https://pvi.cersanit.ru/upload/uf/937/v4f4s92725d5m3scuhyd5i3pd3g0wp7j/A17440_04.jpg,https://pvi.cersanit.ru/upload/uf/116/9b0ad8aa0trzc4tlg8buma7t7j9kum4v/INT_Manzolino_1_1.jpg,4,https://pvi.cersanit.ru/upload/uf/8a7/q4263rqt39m7sakk5p4lhqcvn936hgrc/INT_Manzolino_1_2.jpg;https://pvi.cersanit.ru/upload/uf/c47/x4wbcrz9xdogg9zra483lw37duligq3z/INT_Manzolino_1_3.jpg;https://pvi.cersanit.ru/upload/uf/c36/esb7dy7aqjj0q3106jctjvnn2w3uhqzt/INT_Manzolino_1_4.jpg;https://pvi.cersanit.ru/upload/uf/e8b/2ln1m8d6jdn4bnr00rg6x4itgngqs42s/INT_Manzolino_1_5.jpg,
A17441,17441,17441,Глаз. керамогранит Vena серый ректификат 60x120,Керамогранит Cersanit Vena  серый ректификат  60x120 A17441,,Керамогранит,,4690311133175,14690311133172,Cersanit,Vena,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R11,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/084/ohu8y59bzzkywx6fob0b75cgnrx7hpav/A17441_01.jpg;https://pvi.cersanit.ru/upload/uf/32c/5ui3iv98gyjpjpyuwtrkm0rx3jrpt51o/A17441_02.jpg;https://pvi.cersanit.ru/upload/uf/ce3/yw8b4upfnbyzfdxqn2vx8dazprd7u6o0/A17441_03.jpg;https://pvi.cersanit.ru/upload/uf/f06/raolnya8vn6087lct67rjip4j74pf1vf/A17441_04.jpg,https://pvi.cersanit.ru/upload/uf/b7d/yyrhwma1uhiad0zce2ekgev3yky8otf6/INT_Vena_1_1.jpg,4,https://pvi.cersanit.ru/upload/uf/5c1/8gqvtas6064e8gysppqex4h8kwip5qe4/INT_Vena_1_2.jpg;https://pvi.cersanit.ru/upload/uf/330/lc9wke19fl34d4sk99bws59y14w02wm5/INT_Vena_1_3.jpg;https://pvi.cersanit.ru/upload/uf/7ab/q3k1y0ku4balwjio146bv3tlg97f3bsj/INT_Vena_1_4.jpg;https://pvi.cersanit.ru/upload/uf/8bb/5e7j7z7yc467g64t2zps7c33oqobznr5/INT_Vena_1_5.jpg,
A17442,17442,17442,Глаз. керамогранит Nero полированный HG черный ректификат 60x120,Керамогранит Cersanit Nero полированный HG черный ректификат  60x120 A17442,полированный HG,Керамогранит,,4690311133182,14690311133189,Cersanit,Nero,Современный,м2,60x120,60x120,60x120,60,120,"0,75","12,33",1,35,35,2,2,"1,44","0,61","1,21","0,026",25,"24,66","50,4","0,8","1,27","0,77",905,"863,1","0,34",30,0.500,ИНДИЯ,черный,Мрамор,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/7f4/7jmj9zj9wfv3mj9pymozir174ukzr96w/A17442_01.jpg;https://pvi.cersanit.ru/upload/uf/b20/law2pm0c5wegp2wt5e119bvvz2sw00tw/A17442_02.jpg;https://pvi.cersanit.ru/upload/uf/dc0/tc5a76b8x52pxgctxo9erxbk49f4zufw/A17442_03.jpg;https://pvi.cersanit.ru/upload/uf/acf/t4s0p2pwdl0ndn1blzbjqhfo0c84x0jr/A17442_04.jpg;https://pvi.cersanit.ru/upload/uf/149/jx643ffem8vscqiadz0eneah0h1ly1t4/A17442_05.jpg,https://pvi.cersanit.ru/upload/uf/319/fh9a6xd3aage4jhlqx0xpzykhu4741pd/INT_Nero_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/188/nmovv1c2urj31sdi5d1m46f2c2a0un3f/INT_Nero_1_2.jpg;https://pvi.cersanit.ru/upload/uf/eb3/mvgw73puydwl5ja1i6dvmxpkfbymadgd/INT_Nero_1_3.jpg,
A17487,17487,17487,"Глаз. керамогранит Oakwood темно-коричневый рельеф 18,5x59,8","Керамогранит Cersanit Oakwood  темно-коричневый  рельеф  18,5x59,8 A17487",,Керамогранит,,4690311133687,14690311133684,Cersanit,Oakwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,82",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,темно-коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,9,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Санузлы;Номерной фонд;Ванная комната;Гостиная;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/427/4kb9iu72lh9cdv86jxt0vhkf63dz85tt/A17487_01.jpg;https://pvi.cersanit.ru/upload/uf/8cb/b0iqb1n4hh8253tnwgie91v1scq7ykj1/A17487_02.jpg;https://pvi.cersanit.ru/upload/uf/0f5/06e2o082i937r23wkxc3thrzxqj3c35k/A17487_03.jpg;https://pvi.cersanit.ru/upload/uf/052/u7p1rjav71et9waon6t921devtmaoit9/A17487_04.jpg;https://pvi.cersanit.ru/upload/uf/c5e/u0lfoy4xperlc0eloifadrm4v0v9ie96/A17487_05.jpg;https://pvi.cersanit.ru/upload/uf/a14/ug373mvwfdch9r4sc0xttq1gk9mqa0fl/A17487_06.jpg;https://pvi.cersanit.ru/upload/uf/d09/eqpfzuc3sh0ykfnhv7gdnfwfjinxa01z/A17487_07.jpg;https://pvi.cersanit.ru/upload/uf/73b/b28bq2nvk934o9602kdwsp3o5155d1uu/A17487_08.jpg;https://pvi.cersanit.ru/upload/uf/aaf/z5grm63zxofpgiurzc1gdelmmuw5h0u3/A17487_09.jpg;https://pvi.cersanit.ru/upload/uf/9d3/429po8iumxc08ojk03zqornzvkadum0s/A17489_10.jpg;https://pvi.cersanit.ru/upload/uf/535/5vd0n3msp5zz9pr2jrrkweiae51jexrq/A17489_11.jpg,https://pvi.cersanit.ru/upload/uf/9ad/3dp2y8q1w1lno4va48sfkkekc5n0dvzx/INT_Oakwood_A17487_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/386/xa2romk93hm4noz4f9e4o8hqguqhnq1h/INT_Oakwood_A17487_1_2.jpg;https://pvi.cersanit.ru/upload/uf/da8/uw9rm37etvwrbswesx9arnvc6t80udlw/INT_Oakwood_A17487_1_3.jpg;https://pvi.cersanit.ru/upload/uf/10c/har2ftwyvjdq5ijujiiuauq2aal32c32/INT_Oakwood_A17487_1_4.jpg,
A17489,17489,17489,"Глаз. керамогранит Oakwood коричневый рельеф 18,5x59,8","Керамогранит Cersanit Oakwood  коричневый  рельеф  18,5x59,8 A17489",,Керамогранит,,4690311133724,14690311133721,Cersanit,Oakwood,Современный,м2,"18,5x59,8",18x60,18x60,"18,5","59,8","0,75","1,82",4,16,64,11,11,"1,216","0,2","0,61","0,1","20,2","20,07008","77,824","0,8","1,2","0,95",1300,"1284,48512","0,13",28,0.500,РОССИЯ,коричневый,Дерево,Керамогранит,матовая,глазурованная,рельефная,,Да,"E<0,5%",Да,4,R12,11,Универсальный,Для внутренней и внешней отделки,Внутренняя отделка;Коридоры;Санузлы;Номерной фонд;Ванная комната;Гостиная;Кухня;Балконы,https://pvi.cersanit.ru/upload/uf/3cd/r5407ayzmoy5fwzvfhj2tduspr0yshwm/A17489_01.jpg;https://pvi.cersanit.ru/upload/uf/e03/6ic97x51pm6s1lo9o35i24d2vcelz1px/A17489_02.jpg;https://pvi.cersanit.ru/upload/uf/2c7/l7opmk90j20w1pd4lwapld26qo1ysx6x/A17489_03.jpg;https://pvi.cersanit.ru/upload/uf/dcf/mxuzph3h42jaajmxjrmw8vf9auy6oniw/A17489_04.jpg;https://pvi.cersanit.ru/upload/uf/110/w3baleil50ejtstzk69lgs0q4ye9gcul/A17489_05.jpg;https://pvi.cersanit.ru/upload/uf/725/srqxmpfcp0akrl162gjzx1s7e0ko5x3v/A17489_06.jpg;https://pvi.cersanit.ru/upload/uf/541/avbehdsk2ixcexh2sjegy7limd6oi7zf/A17489_07.jpg;https://pvi.cersanit.ru/upload/uf/8e4/5w3k06g1dbms246p0vb9beh4med04ed9/A17489_08.jpg;https://pvi.cersanit.ru/upload/uf/1d3/wzjnq669ks30838jretd2ccaclvy53kc/A17489_09.jpg,https://pvi.cersanit.ru/upload/uf/8c2/eifi711smadao0cryfztzqwe4fb28dfe/INT_Oakwood_A17489_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/0a5/ey8dcp0ob96ya2wn734gluuk0fomvvqv/INT_Oakwood_A17489_1_2.jpg;https://pvi.cersanit.ru/upload/uf/28f/nmhreje5pl1utwiwriqeuuypxoembe1t/INT_Oakwood_A17489_1_3.jpg,
A16789,17616,17616,"Настенное панно Blend многоцветный 59,6x59,8","Настенное панно Cersanit Blend  многоцветный  59,6x59,8 A16789",,Настенное панно,4690311137104,4690311137111,,Cersanit,Blend,Современный,шт.,"59,6x59,8",60x60,30x60,"59,6","59,8","0,85","5,62",3,16,48,8,8,,"0,31","0,61","0,07",22,"21,84",192,"0,8","1,2","1,1",1100,"1048,32","0,164","43,5",0.500,РОССИЯ,многоцветный,Узоры,Керамическая плитка,глянцевая,глазурованная,гладкая,,,E>10%,,,,1,Стена,Для внутренней отделки,Внутренняя отделка;Ванная комната,https://pvi.cersanit.ru/files/get/11/21656/29884/800/800/0/,https://pvi.cersanit.ru/files/get/2/21828/30410/800/800/0/,4,https://pvi.cersanit.ru/files/get/2/21828/30412/800/800/0/;https://pvi.cersanit.ru/files/get/2/21828/30414/800/800/0/;https://pvi.cersanit.ru/files/get/2/21828/30416/800/800/0/;https://pvi.cersanit.ru/files/get/2/21828/30418/800/800/0/,
A17695,17695,17695,"Глаз. керамогранит Pacific бежевый ректификат 44,8x89,8","Керамогранит Cersanit Pacific  бежевый ректификат  44,8x89,8 A17695",,Керамогранит,,4690311139566,14690311139563,Cersanit,Pacific,Современный,м2,"44,8x89,8",45x90,45x90,"44,8","89,8","0,8","7,61",1,36,36,3,3,"1,206","0,46","0,91","0,03",23,"22,819932","43,416",1,"1,2","0,6","863,5","821,517552","0,185",35,0.500,РОССИЯ,бежевый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,7,Универсальный,Для внутренней и внешней отделки,Лифтовые зоны; Лестницы; Входные группы; Кафе; Ванная комната; Гостиная; Спальня; Кухня; Коридор; Террасы; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/5fb/ejpcf53eitt69mn5dsi2kkc6da5918ks/A17695_01.jpg;https://pvi.cersanit.ru/upload/uf/722/1wfi4ruofmp6xu321i381ze7gm2ulqab/A17695_02.jpg;https://pvi.cersanit.ru/upload/uf/39e/1hrx70urfe6ei5homh9x9xd7gvo1g7ho/A17695_03.jpg;https://pvi.cersanit.ru/upload/uf/2b9/x1f554ai2ay188mpar6dlkwl3besi2t5/A17695_04.jpg;https://pvi.cersanit.ru/upload/uf/564/dfb6tpaagu1xruejzyxjwfxf0q0623x5/A17695_05.jpg;https://pvi.cersanit.ru/upload/uf/14a/k1sbs3pjev8stlproqyh2n826wxyiyb4/A17695_06.jpg;https://pvi.cersanit.ru/upload/uf/f8c/vibach4385ddq8twpnwy19suimh1ejty/A17695_07.jpg,https://pvi.cersanit.ru/upload/uf/0e6/1oobx3acl9eo1o0x8yet9r8axd1u7cjk/INT_Pacific_A17695_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/efe/d80zu673n9b0lphiqhakraxne1zn5pv6/INT_Pacific_A17695_1_2.jpg;https://pvi.cersanit.ru/upload/uf/f51/m3v0qtit382lilj1mb3zyagycwlzdo3d/INT_Pacific_A17695_1_3.jpg;https://pvi.cersanit.ru/upload/uf/b50/sy2qvpysok8gdjubze6zu80lyuurpii2/INT_Pacific_A17695_1_4.jpg,
A17697,17697,17697,"Глаз. керамогранит Pamir светло-бежевый ректификат 44,8x89,8","Керамогранит Cersanit Pamir  светло-бежевый ректификат  44,8x89,8 A17697",,Керамогранит,,4690311139580,14690311139587,Cersanit,Pamir,Современный,м2,"44,8x89,8",45x90,45x90,"44,8","89,8","0,8","7,61",1,36,36,3,3,"1,206","0,46","0,91","0,03",23,"22,819932","43,416",1,"1,2","0,6","863,5","821,517552","0,185",35,0.500,РОССИЯ,светло-бежевый,Мрамор,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,9,Универсальный,Для внутренней и внешней отделки,Лифтовые зоны; Лестницы; Входные группы; Кафе; Ванная комната; Гостиная; Спальня; Кухня; Коридор; Террасы; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/b93/mnnzfeyhflfabqmtcgif51rju6f2xs5f/A17697_01.jpg;https://pvi.cersanit.ru/upload/uf/b73/c799zed7uoms5hu6hl0rmec6e6psz37s/A17697_02.jpg;https://pvi.cersanit.ru/upload/uf/709/v6zozrsu83hkv6xvouk873g4avurwgag/A17697_03.jpg;https://pvi.cersanit.ru/upload/uf/760/v9gczoqwr3918hvxggx6gd615h1olwbk/A17697_04.jpg;https://pvi.cersanit.ru/upload/uf/222/0pbzmj3obqyqillde2yg6j2nesapgxfw/A17697_05.jpg;https://pvi.cersanit.ru/upload/uf/5a2/yw8d1wnykyzo9r2n5v5e2pjjbywbe56e/A17697_06.jpg;https://pvi.cersanit.ru/upload/uf/1d2/xd975914p6z81595rxlkf8smz3fb4s0i/A17697_07.jpg;https://pvi.cersanit.ru/upload/uf/562/yicx2m78d6gsyesuitxq299pkpimndkd/A17697_08.jpg;https://pvi.cersanit.ru/upload/uf/3d7/4r0i0wae9bufh7n27389yhrkrq23f9mw/A17697_09.jpg,https://pvi.cersanit.ru/upload/uf/e09/3goavvf5pxgnhe4n44pb1swf703tf5eo/INT_Pamir_A17697_Sherbrooke_A17700_1_1.jpg,6,https://pvi.cersanit.ru/upload/uf/b88/j6dvscnqbi5krk80bwhqvw54ij7z9f6r/INT_Pamir_A17697_Sherbrooke_A17700_1_2.jpg;https://pvi.cersanit.ru/upload/uf/0ef/pcclxlc4qp9hcjezv47wznha97momg93/INT_Pamir_A17697_Sherbrooke_A17700_1_3.jpg;https://pvi.cersanit.ru/upload/uf/8c5/mnpukjrtb6yy1533yvx5g409ruh9h3kx/INT_Pamir_A17697_Sherbrooke_A17700_1_4.jpg;https://pvi.cersanit.ru/upload/uf/ab4/ccfdh1wenaf9mn2vbp253jvkl1ijztnu/INT_Pamir_A17697_Sherbrooke_A17700_1_5.jpg;https://pvi.cersanit.ru/upload/uf/26b/fi5a9hdepbxxdvlpjrcmpu3wwvhlh3f8/INT_Pamir_A17697_Sherbrooke_A17700_1_6.jpg;https://pvi.cersanit.ru/upload/uf/dec/7h7pqos0c52467ioeffsll3vw1jjapst/INT_Pamir_A17697_Sherbrooke_A17700_1_7.jpg,
